customer_id,user_id,event_id,event_type,event_timestamp
9,27,3455,SIGN_IN,2020-01-29 10:12:07
3,19,9053,MAILFILTER,2020-11-02 08:29:04
7,179,7731,DATA_DOWNLOAD,2020-11-14 09:37:18
8,36,1899,POSTURE_CHANGE,2020-04-13 04:05:45
7,42,7468,DATA_DOWNLOAD,2020-01-29 07:22:43
4,20,5344,POSTURE_CHANGE,2020-02-12 21:58:25
1,41,5501,DATA_DOWNLOAD,2020-11-15 16:49:21
4,229,1684,MAILFILTER,2020-06-04 15:02:39
1,22,9829,DATA_DOWNLOAD,2020-06-13 22:20:15
4,96,7775,SIGN_IN,2020-02-13 04:46:12
4,255,7948,DATA_DOWNLOAD,2020-06-13 21:28:13
7,146,3248,MAILFILTER,2020-11-22 19:52:21
10,157,3167,POSTURE_CHANGE,2020-02-16 21:34:11
4,118,6687,SIGN_IN,2020-04-18 07:03:42
10,229,5074,MAILFILTER,2020-05-27 20:14:45
3,116,4384,MAILFILTER,2020-09-25 01:09:52
8,91,1498,DATA_DOWNLOAD,2020-09-14 12:17:11
3,146,2848,MAILFILTER,2020-02-07 21:19:22
6,32,2352,POSTURE_CHANGE,2020-03-06 19:34:50
8,63,4874,DATA_DOWNLOAD,2020-04-07 00:15:42
6,81,7429,SIGN_IN,2020-04-25 10:40:20
3,263,7963,SIGN_IN,2020-09-30 15:48:13
3,326,5843,DATA_DOWNLOAD,2020-02-08 20:11:59
10,102,7882,MAILFILTER,2020-03-24 20:19:42
2,52,5149,SIGN_IN,2020-02-07 21:47:56
3,77,9429,POSTURE_CHANGE,2020-06-14 06:38:50
4,128,4441,POSTURE_CHANGE,2020-08-26 04:07:21
7,108,9445,DATA_DOWNLOAD,2020-07-03 21:32:43
1,23,9384,SIGN_IN,2020-10-03 02:20:32
4,132,4210,DATA_DOWNLOAD,2020-01-16 17:12:26
10,284,5079,POSTURE_CHANGE,2020-05-08 12:48:42
7,9,5307,SIGN_IN,2020-11-28 12:30:16
2,188,6058,DATA_DOWNLOAD,2020-11-26 23:37:30
2,12,1853,SIGN_IN,2020-11-20 05:41:29
7,277,5623,MAILFILTER,2020-05-30 13:53:08
3,350,7022,MAILFILTER,2020-08-26 10:28:14
3,219,1913,MAILFILTER,2020-03-28 22:10:45
4,26,3950,MAILFILTER,2020-06-25 23:30:00
2,18,1835,DATA_DOWNLOAD,2020-03-30 14:25:12
7,247,1895,POSTURE_CHANGE,2020-12-30 00:42:16
4,105,3656,MAILFILTER,2020-12-24 12:02:40
8,33,5800,SIGN_IN,2020-08-11 07:07:45
6,14,6903,SIGN_IN,2020-01-06 05:46:17
3,260,3373,DATA_DOWNLOAD,2020-04-11 16:08:58
6,48,1602,DATA_DOWNLOAD,2020-11-07 23:22:50
4,215,1522,POSTURE_CHANGE,2020-04-30 15:53:38
4,161,4734,SIGN_IN,2020-03-15 09:48:11
4,21,4863,SIGN_IN,2020-10-05 17:46:28
7,272,2139,SIGN_IN,2020-08-06 18:05:39
8,198,3333,DATA_DOWNLOAD,2020-06-29 18:59:38
2,37,9521,DATA_DOWNLOAD,2020-09-15 13:18:33
3,148,7705,MAILFILTER,2020-02-18 13:20:03
10,181,1018,SIGN_IN,2020-03-16 21:04:03
6,84,1751,MAILFILTER,2020-08-18 08:40:08
6,206,7536,POSTURE_CHANGE,2020-10-29 04:26:58
4,147,3413,DATA_DOWNLOAD,2020-06-22 18:06:02
3,347,8966,DATA_DOWNLOAD,2020-05-30 16:39:34
7,284,3356,MAILFILTER,2020-02-15 07:08:30
8,160,7968,DATA_DOWNLOAD,2020-06-27 06:02:48
9,26,9029,SIGN_IN,2020-09-24 14:55:20
3,291,4769,DATA_DOWNLOAD,2020-07-28 18:18:47
2,103,4920,DATA_DOWNLOAD,2020-04-23 02:40:26
8,92,4132,DATA_DOWNLOAD,2020-11-22 00:16:17
8,42,9847,DATA_DOWNLOAD,2020-04-11 09:58:37
7,276,1975,DATA_DOWNLOAD,2020-12-27 21:14:50
4,109,8353,POSTURE_CHANGE,2020-10-13 03:20:07
3,13,8712,DATA_DOWNLOAD,2020-12-10 21:58:12
3,121,7508,MAILFILTER,2020-09-18 13:34:50
7,31,6465,SIGN_IN,2020-09-27 22:51:59
2,170,5427,POSTURE_CHANGE,2020-08-05 16:19:20
7,147,1473,DATA_DOWNLOAD,2020-08-29 09:10:06
7,79,6616,DATA_DOWNLOAD,2020-04-06 14:24:51
1,7,1400,POSTURE_CHANGE,2020-12-27 05:55:53
3,13,7045,DATA_DOWNLOAD,2020-03-28 14:28:40
4,198,4639,SIGN_IN,2020-09-09 10:30:14
6,23,1060,SIGN_IN,2020-04-13 02:24:00
6,224,4402,POSTURE_CHANGE,2020-03-31 15:50:46
4,126,2800,POSTURE_CHANGE,2020-04-30 05:10:00
10,264,3001,SIGN_IN,2020-04-21 00:56:52
4,69,3332,POSTURE_CHANGE,2020-09-20 06:13:50
8,48,3947,SIGN_IN,2020-07-12 07:33:01
3,250,5450,SIGN_IN,2020-07-28 17:31:14
7,260,1637,POSTURE_CHANGE,2020-04-16 08:34:04
4,52,9747,DATA_DOWNLOAD,2020-07-10 09:37:44
4,10,1054,POSTURE_CHANGE,2020-05-14 04:38:05
7,115,8674,POSTURE_CHANGE,2020-04-30 15:34:23
7,207,9866,MAILFILTER,2020-11-06 13:01:43
7,358,8438,SIGN_IN,2020-06-07 06:39:47
3,197,8359,POSTURE_CHANGE,2020-03-31 01:56:15
6,205,9153,DATA_DOWNLOAD,2020-09-27 05:56:01
3,405,9729,DATA_DOWNLOAD,2020-09-03 18:21:49
4,164,9666,MAILFILTER,2020-10-10 21:58:50
8,53,3742,DATA_DOWNLOAD,2020-02-03 01:23:50
10,203,1505,DATA_DOWNLOAD,2020-02-21 06:52:45
4,144,6726,MAILFILTER,2020-05-16 12:24:10
10,272,2066,DATA_DOWNLOAD,2020-11-06 06:08:26
3,303,4607,SIGN_IN,2020-03-15 10:56:45
9,45,8891,POSTURE_CHANGE,2020-07-26 01:33:39
7,11,5719,DATA_DOWNLOAD,2020-06-05 14:20:20
4,51,9782,SIGN_IN,2020-03-29 07:29:13
3,36,7381,SIGN_IN,2020-09-06 03:40:50
3,70,7842,DATA_DOWNLOAD,2020-10-01 20:40:20
7,178,9226,POSTURE_CHANGE,2020-11-08 00:02:30
7,246,6112,POSTURE_CHANGE,2020-11-26 03:36:35
8,193,1154,DATA_DOWNLOAD,2020-01-29 15:20:55
6,221,7491,MAILFILTER,2020-05-23 11:56:49
3,230,2892,MAILFILTER,2020-05-21 02:53:25
6,182,3132,MAILFILTER,2020-12-15 13:25:51
7,201,5401,POSTURE_CHANGE,2020-11-01 22:36:20
8,61,7424,DATA_DOWNLOAD,2020-12-14 22:47:55
6,87,9219,DATA_DOWNLOAD,2020-05-03 18:07:26
2,43,5749,SIGN_IN,2020-03-30 07:46:01
7,317,5210,SIGN_IN,2020-10-10 03:28:56
6,131,6338,POSTURE_CHANGE,2020-10-15 03:01:29
10,48,2640,MAILFILTER,2020-06-17 01:15:13
7,109,8568,SIGN_IN,2020-06-29 16:08:32
1,38,2596,DATA_DOWNLOAD,2020-04-29 14:33:28
7,348,8758,SIGN_IN,2020-03-19 13:43:13
4,15,3702,POSTURE_CHANGE,2020-03-15 08:07:26
2,42,9799,POSTURE_CHANGE,2020-06-27 21:55:17
3,323,5302,MAILFILTER,2020-05-13 20:15:17
2,8,3386,SIGN_IN,2020-11-12 22:19:29
4,197,7629,POSTURE_CHANGE,2020-05-18 14:52:33
4,99,6205,MAILFILTER,2020-07-10 08:36:22
4,177,8388,MAILFILTER,2020-04-01 06:29:36
2,146,6993,POSTURE_CHANGE,2020-04-19 05:44:07
10,233,2542,MAILFILTER,2020-11-09 22:18:43
4,66,7912,DATA_DOWNLOAD,2020-03-18 10:02:58
2,57,3119,MAILFILTER,2020-02-18 18:11:28
7,262,9943,SIGN_IN,2020-04-21 18:42:43
10,181,5035,DATA_DOWNLOAD,2020-11-03 14:21:56
10,56,3604,POSTURE_CHANGE,2020-02-04 03:21:13
3,232,8533,MAILFILTER,2020-08-30 02:29:34
3,275,6172,SIGN_IN,2020-10-13 12:22:00
7,336,5386,POSTURE_CHANGE,2020-03-09 09:16:24
7,60,7296,DATA_DOWNLOAD,2020-05-11 14:18:17
7,110,2268,MAILFILTER,2020-05-12 03:15:35
1,3,3046,DATA_DOWNLOAD,2020-10-08 05:12:08
6,138,8110,MAILFILTER,2020-03-10 10:50:16
4,230,6802,POSTURE_CHANGE,2020-12-30 08:04:53
2,30,2285,MAILFILTER,2020-06-29 15:19:32
3,198,9315,MAILFILTER,2020-12-08 11:07:24
7,292,9668,POSTURE_CHANGE,2020-06-06 09:50:11
10,168,3335,DATA_DOWNLOAD,2020-04-15 10:14:37
2,112,4031,SIGN_IN,2020-02-11 08:01:19
3,272,9324,SIGN_IN,2020-09-24 20:29:04
2,58,2255,SIGN_IN,2020-10-19 11:34:36
2,129,8931,DATA_DOWNLOAD,2020-06-10 01:27:08
3,319,7256,SIGN_IN,2020-10-14 04:58:30
8,110,9435,POSTURE_CHANGE,2020-05-13 04:47:52
10,22,1797,POSTURE_CHANGE,2020-01-13 15:34:48
4,183,2866,POSTURE_CHANGE,2020-07-11 16:56:41
3,24,5275,SIGN_IN,2020-10-09 10:22:00
4,247,6123,SIGN_IN,2020-08-28 21:05:56
1,6,2865,MAILFILTER,2020-03-02 06:00:04
7,289,4227,MAILFILTER,2020-05-27 09:56:53
3,131,5155,SIGN_IN,2020-05-25 18:40:13
7,357,1309,SIGN_IN,2020-06-11 12:12:32
10,55,7484,MAILFILTER,2020-11-18 18:13:32
10,96,9351,MAILFILTER,2020-01-07 21:39:08
4,205,1583,DATA_DOWNLOAD,2020-03-29 05:49:11
10,206,6253,POSTURE_CHANGE,2020-11-21 15:07:42
8,81,6170,DATA_DOWNLOAD,2020-12-11 17:04:30
3,286,1904,MAILFILTER,2020-11-14 14:47:34
3,317,1825,SIGN_IN,2020-11-30 14:06:07
3,396,9551,DATA_DOWNLOAD,2020-01-07 10:41:09
10,87,2825,POSTURE_CHANGE,2020-12-22 06:32:21
7,187,7763,POSTURE_CHANGE,2020-06-02 19:48:14
10,274,8031,SIGN_IN,2020-04-26 19:50:11
6,137,8714,SIGN_IN,2020-08-28 07:48:08
8,58,1526,DATA_DOWNLOAD,2020-11-07 05:57:49
1,52,5051,POSTURE_CHANGE,2020-10-08 12:09:44
8,198,8427,POSTURE_CHANGE,2020-03-22 08:54:55
8,160,7437,DATA_DOWNLOAD,2020-06-17 22:06:14
7,98,6918,MAILFILTER,2020-07-25 23:35:36
10,251,1350,POSTURE_CHANGE,2020-06-05 05:39:56
4,70,7803,SIGN_IN,2020-05-31 22:06:40
2,129,6396,DATA_DOWNLOAD,2020-06-12 22:23:40
10,285,8473,POSTURE_CHANGE,2020-03-02 13:42:54
4,233,3118,SIGN_IN,2020-10-13 20:09:21
7,193,8680,DATA_DOWNLOAD,2020-10-25 18:21:12
3,5,8307,SIGN_IN,2020-06-14 22:02:00
4,233,2398,DATA_DOWNLOAD,2020-07-07 21:01:57
7,70,6196,POSTURE_CHANGE,2020-07-20 14:18:34
4,43,9270,SIGN_IN,2020-02-12 14:59:12
7,307,3530,DATA_DOWNLOAD,2020-09-17 15:22:17
8,142,2693,SIGN_IN,2020-09-16 21:07:46
8,192,5598,DATA_DOWNLOAD,2020-08-13 04:54:02
10,171,2994,MAILFILTER,2020-08-05 06:44:55
3,19,4261,DATA_DOWNLOAD,2020-05-13 08:10:46
3,235,1270,SIGN_IN,2020-11-25 09:02:29
3,311,8249,MAILFILTER,2020-07-15 18:16:00
7,291,8135,DATA_DOWNLOAD,2020-10-13 00:32:48
7,204,8751,DATA_DOWNLOAD,2020-01-24 13:14:37
2,47,4035,MAILFILTER,2020-11-18 12:51:02
7,282,5296,MAILFILTER,2020-11-19 09:35:38
3,360,3419,SIGN_IN,2020-10-06 21:18:25
8,100,8534,POSTURE_CHANGE,2020-08-10 09:26:16
3,239,1236,POSTURE_CHANGE,2020-02-02 20:55:59
10,46,7597,POSTURE_CHANGE,2020-03-25 00:47:39
2,117,8584,POSTURE_CHANGE,2020-02-08 05:19:14
3,397,7216,POSTURE_CHANGE,2020-08-17 13:11:56
6,54,2887,SIGN_IN,2020-02-28 05:03:01
8,130,7631,DATA_DOWNLOAD,2020-09-12 00:15:10
10,206,6734,POSTURE_CHANGE,2020-06-23 11:38:44
3,279,6062,MAILFILTER,2020-09-12 04:48:36
7,328,5684,MAILFILTER,2020-10-31 06:07:09
3,16,6746,MAILFILTER,2020-12-01 08:37:42
6,90,8109,MAILFILTER,2020-02-06 07:16:04
7,72,5463,MAILFILTER,2020-03-30 14:17:18
10,275,9132,POSTURE_CHANGE,2020-05-02 13:12:42
1,21,8204,POSTURE_CHANGE,2020-12-26 07:24:21
6,170,5205,MAILFILTER,2020-12-28 21:56:19
9,51,4823,SIGN_IN,2020-05-14 04:39:42
10,266,3635,SIGN_IN,2020-11-18 19:56:28
4,137,8762,SIGN_IN,2020-04-19 17:31:01
2,7,1875,SIGN_IN,2020-08-06 03:57:35
7,291,5923,SIGN_IN,2020-02-16 06:29:02
6,64,8992,DATA_DOWNLOAD,2020-03-20 23:52:48
6,17,8521,SIGN_IN,2020-04-06 22:09:28
8,59,1800,POSTURE_CHANGE,2020-11-14 03:05:03
3,181,4491,MAILFILTER,2020-02-25 17:49:14
1,48,1168,SIGN_IN,2020-08-02 14:14:02
3,99,8203,POSTURE_CHANGE,2020-09-18 05:07:58
8,214,5937,SIGN_IN,2020-03-17 11:02:19
7,284,4349,DATA_DOWNLOAD,2020-10-27 21:59:59
3,219,7753,DATA_DOWNLOAD,2020-11-02 17:44:29
6,211,4388,MAILFILTER,2020-02-24 06:33:09
6,166,7811,SIGN_IN,2020-05-01 02:55:44
2,129,9210,SIGN_IN,2020-11-10 21:37:42
2,11,1294,MAILFILTER,2020-03-28 17:09:54
4,64,6351,DATA_DOWNLOAD,2020-06-17 13:43:39
10,34,7639,SIGN_IN,2020-08-03 17:39:14
8,221,4575,DATA_DOWNLOAD,2020-12-09 01:33:35
3,273,8578,SIGN_IN,2020-09-11 04:44:23
6,76,2544,POSTURE_CHANGE,2020-01-06 18:11:18
6,203,2766,POSTURE_CHANGE,2020-09-05 17:57:53
2,151,4415,POSTURE_CHANGE,2020-02-09 10:25:25
6,123,6184,MAILFILTER,2020-11-22 19:10:02
4,265,5013,SIGN_IN,2020-09-04 08:59:36
10,1,3406,POSTURE_CHANGE,2020-01-06 17:15:12
3,286,8959,MAILFILTER,2020-04-18 12:31:58
10,48,3138,SIGN_IN,2020-01-31 20:56:26
10,234,3790,DATA_DOWNLOAD,2020-01-13 11:22:44
10,143,8166,POSTURE_CHANGE,2020-07-04 17:08:36
10,39,7049,POSTURE_CHANGE,2020-10-03 04:39:49
2,134,9505,POSTURE_CHANGE,2020-01-21 12:11:09
7,181,1311,SIGN_IN,2020-07-29 08:01:44
8,85,2177,SIGN_IN,2020-04-05 22:02:17
9,49,9001,DATA_DOWNLOAD,2020-04-11 12:52:29
8,170,3056,POSTURE_CHANGE,2020-02-02 22:53:34
6,34,8804,MAILFILTER,2020-01-08 09:42:00
10,127,3877,MAILFILTER,2020-03-01 06:33:23
4,76,2309,DATA_DOWNLOAD,2020-07-18 18:20:15
3,222,8985,SIGN_IN,2020-01-17 09:16:16
7,47,6259,MAILFILTER,2020-05-18 06:48:02
7,84,5402,MAILFILTER,2020-08-04 21:16:34
7,100,2319,MAILFILTER,2020-04-17 03:06:36
7,304,7261,SIGN_IN,2020-11-29 07:35:30
10,270,4787,MAILFILTER,2020-04-16 21:22:17
3,322,7399,SIGN_IN,2020-07-27 17:38:19
8,72,7295,SIGN_IN,2020-03-10 12:27:28
6,128,7365,MAILFILTER,2020-03-21 05:34:18
7,11,2666,DATA_DOWNLOAD,2020-05-08 10:40:13
3,397,8995,POSTURE_CHANGE,2020-06-21 20:42:29
2,141,2002,SIGN_IN,2020-02-08 19:02:17
4,74,5869,POSTURE_CHANGE,2020-02-07 21:13:34
6,127,5009,DATA_DOWNLOAD,2020-03-28 02:14:57
6,59,3393,SIGN_IN,2020-06-02 23:15:34
6,156,9918,SIGN_IN,2020-10-27 10:01:56
2,159,7950,SIGN_IN,2020-11-07 23:07:12
2,157,5920,SIGN_IN,2020-01-11 07:01:06
9,19,8497,DATA_DOWNLOAD,2020-09-20 09:33:30
2,26,8486,SIGN_IN,2020-07-10 21:03:16
10,119,2388,SIGN_IN,2020-01-16 05:13:33
6,181,6318,MAILFILTER,2020-12-27 05:10:40
1,11,2334,DATA_DOWNLOAD,2020-10-30 00:09:01
7,134,1040,MAILFILTER,2020-01-17 00:32:27
3,208,9577,MAILFILTER,2020-03-21 11:49:16
4,28,6102,SIGN_IN,2020-12-05 02:47:37
1,4,3177,POSTURE_CHANGE,2020-02-14 16:43:55
4,139,7843,MAILFILTER,2020-10-14 11:38:49
3,334,5838,SIGN_IN,2020-11-08 13:51:04
10,153,3014,DATA_DOWNLOAD,2020-07-14 19:38:49
10,197,5448,DATA_DOWNLOAD,2020-09-25 13:17:10
8,108,4123,DATA_DOWNLOAD,2020-12-22 14:33:39
4,68,6982,POSTURE_CHANGE,2020-02-20 15:41:47
3,42,9953,DATA_DOWNLOAD,2020-07-25 15:52:18
10,81,1699,SIGN_IN,2020-09-26 18:25:49
3,305,2815,SIGN_IN,2020-05-11 01:03:31
8,48,1344,DATA_DOWNLOAD,2020-01-09 05:52:19
2,99,3469,SIGN_IN,2020-01-19 09:09:31
7,249,4133,MAILFILTER,2020-12-23 16:10:04
6,68,4187,SIGN_IN,2020-03-30 13:45:59
6,187,1697,POSTURE_CHANGE,2020-10-04 01:43:20
6,56,7772,MAILFILTER,2020-04-05 17:14:12
2,149,7122,POSTURE_CHANGE,2020-08-31 21:25:23
3,346,5520,SIGN_IN,2020-09-16 07:12:01
1,27,3168,POSTURE_CHANGE,2020-06-20 06:29:30
10,12,2331,POSTURE_CHANGE,2020-10-03 21:54:32
7,142,4691,SIGN_IN,2020-06-28 16:12:00
6,64,4392,POSTURE_CHANGE,2020-06-13 15:27:40
7,139,6997,MAILFILTER,2020-04-05 07:47:50
3,71,1221,SIGN_IN,2020-06-28 01:16:07
10,3,7846,DATA_DOWNLOAD,2020-08-13 03:45:15
8,205,4902,POSTURE_CHANGE,2020-09-14 00:47:17
6,132,3732,DATA_DOWNLOAD,2020-01-22 22:28:58
4,267,9471,DATA_DOWNLOAD,2020-01-28 14:37:53
7,166,8269,MAILFILTER,2020-02-16 02:26:43
8,68,8905,DATA_DOWNLOAD,2020-07-03 04:27:29
3,250,1670,SIGN_IN,2020-01-12 01:21:13
2,10,7265,MAILFILTER,2020-02-28 02:20:26
7,264,7328,SIGN_IN,2020-10-26 06:23:13
10,271,5107,MAILFILTER,2020-02-04 07:09:48
6,162,6081,SIGN_IN,2020-04-08 22:44:54
3,269,7100,DATA_DOWNLOAD,2020-08-12 12:21:32
6,3,4304,POSTURE_CHANGE,2020-06-13 07:23:15
7,293,4609,DATA_DOWNLOAD,2020-10-05 17:26:03
10,179,8655,POSTURE_CHANGE,2020-12-24 19:13:30
7,88,5202,SIGN_IN,2020-05-19 01:34:24
2,193,6818,SIGN_IN,2020-03-16 19:39:50
2,43,9546,DATA_DOWNLOAD,2020-02-22 15:13:16
4,130,1440,SIGN_IN,2020-03-09 22:00:26
4,36,7649,MAILFILTER,2020-01-25 04:23:25
3,357,9299,POSTURE_CHANGE,2020-11-10 06:04:16
5,4,3135,MAILFILTER,2020-01-18 12:13:50
2,108,5683,SIGN_IN,2020-03-28 07:11:44
7,34,9491,MAILFILTER,2020-08-13 06:08:51
2,60,2714,POSTURE_CHANGE,2020-09-26 06:04:05
3,203,3300,DATA_DOWNLOAD,2020-05-04 20:05:57
6,146,8456,POSTURE_CHANGE,2020-09-12 23:17:17
7,196,8820,POSTURE_CHANGE,2020-11-04 09:59:14
2,127,6135,MAILFILTER,2020-06-18 04:19:20
4,163,5525,SIGN_IN,2020-10-25 13:44:30
7,146,8260,DATA_DOWNLOAD,2020-11-06 01:42:57
3,330,8997,SIGN_IN,2020-05-10 02:01:27
3,228,9105,SIGN_IN,2020-10-01 08:01:40
9,28,5216,POSTURE_CHANGE,2020-05-16 19:33:16
3,390,5349,SIGN_IN,2020-08-11 07:47:12
6,91,8876,MAILFILTER,2020-03-21 21:29:01
10,192,3951,POSTURE_CHANGE,2020-08-02 15:30:28
3,107,9124,POSTURE_CHANGE,2020-10-31 16:16:24
7,363,3069,MAILFILTER,2020-12-26 21:31:11
8,184,4941,POSTURE_CHANGE,2020-12-15 13:34:42
7,82,6136,SIGN_IN,2020-10-11 06:24:41
7,206,3116,SIGN_IN,2020-06-27 13:58:04
4,90,7193,DATA_DOWNLOAD,2020-08-09 17:45:37
6,50,4554,DATA_DOWNLOAD,2020-03-03 18:31:39
6,199,6022,DATA_DOWNLOAD,2020-06-14 06:14:44
3,206,9158,POSTURE_CHANGE,2020-08-14 17:09:06
8,154,8575,POSTURE_CHANGE,2020-11-07 05:55:55
4,105,4861,DATA_DOWNLOAD,2020-07-02 04:52:19
6,29,7687,POSTURE_CHANGE,2020-03-03 08:37:16
10,111,3917,SIGN_IN,2020-02-26 15:17:33
6,33,7561,DATA_DOWNLOAD,2020-12-13 08:59:33
3,396,3140,POSTURE_CHANGE,2020-02-20 13:17:16
4,156,2931,MAILFILTER,2020-07-25 05:59:45
1,41,3668,MAILFILTER,2020-08-14 07:48:05
3,327,7308,SIGN_IN,2020-10-22 15:15:05
6,99,3878,SIGN_IN,2020-01-14 02:09:00
4,90,8731,POSTURE_CHANGE,2020-11-28 09:27:46
7,94,8803,POSTURE_CHANGE,2020-08-13 14:39:46
3,43,1422,MAILFILTER,2020-01-27 19:07:10
7,121,9616,POSTURE_CHANGE,2020-11-20 12:10:49
7,130,1560,MAILFILTER,2020-08-21 05:35:39
3,210,1561,DATA_DOWNLOAD,2020-12-16 18:39:29
6,100,9387,SIGN_IN,2020-10-17 08:04:31
7,83,9694,DATA_DOWNLOAD,2020-01-17 12:25:19
3,403,3357,DATA_DOWNLOAD,2020-02-05 12:21:18
10,164,2174,POSTURE_CHANGE,2020-07-14 05:51:28
4,30,8951,POSTURE_CHANGE,2020-11-24 06:01:15
3,48,4447,MAILFILTER,2020-01-25 05:28:01
3,208,7127,MAILFILTER,2020-10-28 16:13:45
8,56,7353,DATA_DOWNLOAD,2020-01-27 21:41:07
4,190,9687,DATA_DOWNLOAD,2020-02-03 04:18:56
8,213,4244,POSTURE_CHANGE,2020-11-15 18:46:20
4,22,8495,POSTURE_CHANGE,2020-07-26 21:44:51
10,245,9014,SIGN_IN,2020-11-07 16:16:32
7,84,1771,DATA_DOWNLOAD,2020-04-30 22:01:12
8,149,7465,SIGN_IN,2020-08-26 06:45:56
4,222,9746,MAILFILTER,2020-06-29 22:16:40
10,19,3266,SIGN_IN,2020-08-13 22:15:18
1,45,4516,DATA_DOWNLOAD,2020-01-23 21:54:39
3,1,7719,DATA_DOWNLOAD,2020-09-13 00:21:41
4,105,3210,DATA_DOWNLOAD,2020-11-11 06:53:56
10,51,5761,MAILFILTER,2020-08-10 22:45:19
8,85,2804,DATA_DOWNLOAD,2020-06-15 00:16:50
3,230,2710,POSTURE_CHANGE,2020-01-19 04:35:56
7,243,9006,MAILFILTER,2020-12-05 15:26:56
10,52,2755,POSTURE_CHANGE,2020-09-10 22:41:04
3,25,8183,SIGN_IN,2020-02-19 03:43:47
3,400,2484,SIGN_IN,2020-11-06 10:55:22
7,367,1817,POSTURE_CHANGE,2020-05-08 03:02:20
3,189,3921,SIGN_IN,2020-07-11 15:42:20
7,105,1813,SIGN_IN,2020-05-26 16:33:06
3,393,6037,MAILFILTER,2020-08-31 17:22:56
6,23,7279,SIGN_IN,2020-03-14 03:00:51
6,127,6641,DATA_DOWNLOAD,2020-02-15 10:20:46
7,113,5777,DATA_DOWNLOAD,2020-03-18 18:36:34
2,155,8133,MAILFILTER,2020-12-27 03:22:10
3,311,4223,MAILFILTER,2020-10-17 07:14:02
3,155,3744,SIGN_IN,2020-07-22 03:47:37
2,118,5052,POSTURE_CHANGE,2020-07-30 17:24:53
4,55,5222,DATA_DOWNLOAD,2020-05-04 06:08:36
3,190,1650,MAILFILTER,2020-07-14 15:43:41
10,99,2272,MAILFILTER,2020-12-29 20:41:33
10,183,8387,POSTURE_CHANGE,2020-09-21 19:37:22
6,16,6412,POSTURE_CHANGE,2020-05-07 05:06:15
3,153,2431,SIGN_IN,2020-12-04 05:16:07
4,61,1929,DATA_DOWNLOAD,2020-04-15 06:13:46
2,105,7347,POSTURE_CHANGE,2020-12-26 16:59:23
1,31,5236,MAILFILTER,2020-12-20 00:13:40
8,214,2629,MAILFILTER,2020-01-16 23:52:50
7,171,6711,DATA_DOWNLOAD,2020-03-01 11:30:24
2,140,2491,DATA_DOWNLOAD,2020-10-12 18:03:58
2,14,4160,POSTURE_CHANGE,2020-05-04 07:36:04
8,218,5561,DATA_DOWNLOAD,2020-05-13 01:24:30
8,127,4934,DATA_DOWNLOAD,2020-05-30 18:09:34
8,20,6762,DATA_DOWNLOAD,2020-12-04 07:57:14
4,87,5664,SIGN_IN,2020-04-13 03:54:37
2,48,7922,POSTURE_CHANGE,2020-09-01 10:02:04
8,95,8015,DATA_DOWNLOAD,2020-09-13 16:58:37
7,129,5007,POSTURE_CHANGE,2020-06-29 01:54:52
8,101,9507,DATA_DOWNLOAD,2020-10-14 07:39:19
3,157,4677,MAILFILTER,2020-04-30 05:16:41
3,224,7995,SIGN_IN,2020-03-31 22:56:49
7,213,2860,POSTURE_CHANGE,2020-12-02 20:22:48
4,165,6414,SIGN_IN,2020-01-07 12:28:39
2,26,4381,MAILFILTER,2020-05-30 14:02:51
3,306,6608,DATA_DOWNLOAD,2020-06-13 23:33:01
10,67,2110,DATA_DOWNLOAD,2020-09-30 15:52:09
10,124,1767,DATA_DOWNLOAD,2020-04-04 10:28:53
10,115,7190,SIGN_IN,2020-10-03 11:18:48
7,133,4984,SIGN_IN,2020-01-04 06:26:39
6,5,6549,DATA_DOWNLOAD,2020-01-10 13:32:38
7,147,8141,MAILFILTER,2020-04-27 11:54:24
3,259,8694,MAILFILTER,2020-11-27 19:06:20
2,127,1420,POSTURE_CHANGE,2020-06-18 08:34:25
3,326,3821,SIGN_IN,2020-12-10 12:40:43
6,177,3621,MAILFILTER,2020-09-26 07:25:31
3,390,8536,DATA_DOWNLOAD,2020-02-24 07:02:35
7,253,9249,POSTURE_CHANGE,2020-03-12 07:21:56
3,119,3347,SIGN_IN,2020-12-31 01:18:24
3,274,2195,DATA_DOWNLOAD,2020-05-18 02:29:19
6,226,9892,MAILFILTER,2020-10-04 00:22:08
7,267,7072,SIGN_IN,2020-02-01 05:12:33
8,7,5536,POSTURE_CHANGE,2020-07-29 09:40:27
3,227,8102,SIGN_IN,2020-11-10 03:43:06
8,179,7379,POSTURE_CHANGE,2020-01-08 04:18:56
8,139,2320,SIGN_IN,2020-08-01 22:19:06
8,59,7290,DATA_DOWNLOAD,2020-02-29 12:04:47
7,20,8828,MAILFILTER,2020-10-26 08:02:04
3,399,2102,MAILFILTER,2020-01-01 09:35:52
4,2,6857,SIGN_IN,2020-07-05 12:46:10
2,166,8393,MAILFILTER,2020-04-12 14:33:33
3,254,4323,DATA_DOWNLOAD,2020-11-29 13:36:13
4,43,2280,DATA_DOWNLOAD,2020-03-15 23:19:35
7,17,2165,SIGN_IN,2020-07-10 09:52:14
2,155,6807,SIGN_IN,2020-04-11 06:02:35
7,163,3703,SIGN_IN,2020-09-28 20:53:36
4,12,4436,SIGN_IN,2020-06-26 14:44:03
7,363,6860,SIGN_IN,2020-04-04 18:40:27
